GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicate,10,83,5,7,0,17,5,10,0,9
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.AllMatch,0,33,0,0,0,7,0,4,0,4
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.Junction,2,60,0,0,0,16,1,7,1,7
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.Negation,0,31,0,0,0,6,0,4,0,4
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.NoneMatch,0,33,0,0,0,7,0,4,0,4
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.TransformingPredicate,0,63,0,2,0,9,0,6,0,5
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.Leaf,0,168,0,8,0,14,0,15,0,11
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.Disjunction,0,7,0,0,0,2,0,1,0,1
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.StreamPredicate,0,27,0,0,0,8,0,4,0,4
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.LeafPredicate,0,15,0,0,0,4,0,3,0,3
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.ContextPredicate,0,64,0,0,0,9,0,6,0,6
pcond,com.github.dakusui.pcond.core.printable,ParameterizedIdentifiableFactory.Builder,0,47,0,0,0,8,0,7,0,7
pcond,com.github.dakusui.pcond.core.printable,PrintableFunctionFactory.Simple,0,143,0,0,0,14,0,6,0,6
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory,5,155,0,2,1,29,1,21,1,20
pcond,com.github.dakusui.pcond.core.printable,ParameterizedPredicateFactory.Builder,0,8,0,0,0,2,0,2,0,2
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.Conjunction,0,7,0,0,0,2,0,1,0,1
pcond,com.github.dakusui.pcond.core.printable,ParameterizedFunctionFactory.Builder,0,8,0,0,0,2,0,2,0,2
pcond,com.github.dakusui.pcond.core.printable,PrintableFunction,10,118,5,13,0,28,5,17,0,13
pcond,com.github.dakusui.pcond.core.printable,PrintablePredicateFactory.ParameterizedLeafFactory,0,541,0,12,0,48,0,63,0,57
pcond,com.github.dakusui.pcond.core.printable,PrintableFunctionFactory.Parameterized,0,100,0,0,0,8,0,11,0,11
pcond,com.github.dakusui.pcond.core.printable,ParameterizedFunctionFactory.Builder.new ParameterizedFunctionFactory() {...},12,45,4,2,3,9,4,4,1,4
pcond,com.github.dakusui.pcond.core.identifieable,Identifiable,0,67,1,7,0,18,1,9,0,6
pcond,com.github.dakusui.pcond.core.identifieable,Identifiable.Base,0,32,0,0,0,10,0,6,0,6
pcond,com.github.dakusui.pcond.internals,InternalException,0,5,0,0,0,2,0,1,0,1
pcond,com.github.dakusui.pcond.internals,InternalChecks,0,97,0,12,0,19,0,13,0,7
pcond,com.github.dakusui.pcond.internals,MethodAmbiguous,0,10,0,0,0,4,0,2,0,2
pcond,com.github.dakusui.pcond.internals,InternalUtils.new ArrayList() {...},0,12,0,0,0,3,0,1,0,1
pcond,com.github.dakusui.pcond.internals,InternalUtils,75,360,5,49,5,81,5,36,0,14
pcond,com.github.dakusui.pcond.internals,MethodAccessException,0,5,0,0,0,2,0,1,0,1
pcond,com.github.dakusui.pcond.internals,MethodInvocationException,0,5,0,0,0,2,0,1,0,1
pcond,com.github.dakusui.pcond.internals,MethodNotFound,0,10,0,0,0,4,0,2,0,2
pcond,com.github.dakusui.pcond.core.context,Context,0,36,0,0,0,6,0,7,0,7
pcond,com.github.dakusui.pcond.core.context,ContextUtils,0,123,0,2,0,10,0,14,0,13
pcond,com.github.dakusui.pcond.functions,Experimentals,0,62,0,0,0,9,0,13,0,13
pcond,com.github.dakusui.pcond.functions,Printables,0,20,0,0,0,5,0,5,0,5
pcond,com.github.dakusui.pcond.functions,Functions,0,111,0,0,0,22,0,25,0,25
pcond,com.github.dakusui.pcond.functions,Predicates,0,237,0,0,0,53,0,46,0,46
pcond,com.github.dakusui.pcond.functions,Predicates.Def,0,16,0,0,0,2,0,3,0,3
pcond,com.github.dakusui.pcond.core.refl,MethodSelector.Default,0,58,0,10,0,15,0,10,0,5
pcond,com.github.dakusui.pcond.core.refl,ReflUtils,3,342,1,13,0,70,1,27,0,21
pcond,com.github.dakusui.pcond.core.refl,ReflUtils.1.new HashSet() {...},0,15,0,0,0,3,0,1,0,1
pcond,com.github.dakusui.pcond.core.refl,MethodSelector.PreferExact,2,40,2,4,0,11,2,4,0,3
pcond,com.github.dakusui.pcond.core.refl,MethodQuery,16,93,0,4,0,17,2,8,2,6
pcond,com.github.dakusui.pcond.core.refl,MethodSelector.new MethodSelector() {...},0,36,0,0,0,3,0,3,0,3
pcond,com.github.dakusui.pcond.core.refl,ReflUtils.2.new LinkedList() {...},0,26,0,0,0,4,0,2,0,2
pcond,com.github.dakusui.pcond.core.refl,MethodSelector,0,18,0,0,0,3,0,2,0,2
pcond,com.github.dakusui.pcond.core.refl,ReflUtils.new BinaryOperator() {...},0,10,0,0,0,2,0,2,0,2
pcond,com.github.dakusui.pcond.core.refl,ReflUtils.new HashMap() {...},0,159,0,0,0,10,0,3,0,3
pcond,com.github.dakusui.pcond.core.refl,MethodSelector.PreferNarrower,0,146,0,24,0,26,0,23,0,11
pcond,com.github.dakusui.pcond.core.refl,Parameter,0,7,0,0,0,2,0,2,0,2
pcond,com.github.dakusui.pcond.core.refl,Parameter.new Parameter() {...},0,5,0,0,0,2,0,2,0,2
pcond,com.github.dakusui.pcond.core.refl,MethodSelector.Utils,0,27,0,4,0,8,0,6,0,4
pcond,com.github.dakusui.pcond.core.refl,MethodQuery.new MethodQuery() {...},0,87,0,4,0,15,0,10,0,8
pcond,com.github.dakusui.pcond.provider.impls,DefaultAssertionProvider.Result,0,12,0,0,0,5,0,2,0,2
pcond,com.github.dakusui.pcond.provider.impls,DefaultAssertionProvider,4,412,0,16,1,49,0,24,0,16
pcond,com.github.dakusui.pcond.core.multi,MultiFunction.Builder,22,90,0,0,0,19,1,8,1,8
pcond,com.github.dakusui.pcond.core.multi,MultiFunctionUtils,0,71,0,2,0,13,0,6,0,5
pcond,com.github.dakusui.pcond.core.multi,MultiFunction.Impl,0,29,0,0,0,7,0,4,0,4
